PRODUTO_ID,NCM,EAN,DESCRICAO,APRESENTACAO,QUANTIDADE,TOTAL_BRUTO,TOTAL_LIQUIDO,PROD_SALDO,VALOR_ULT_COMPRA,,SOMA TOTAL,Produtos A,Produtos B,Produtos C
15855,30049099,7896640000000,NORIPURUM,30 COMPRIMIDOS,6,317.0400009,253.6199951,1,41.13999939,,,,,
18348,30049045,7899100000000,PARACETAMOL,200mg sol oral fr gts 15ml,35,316.3999987,163.6199994,-4,2.012799978,,,,,
2347,30049069,7894920000000,TROPINAL COMPR. C/20           *,,17,314.8599892,251.8199978,4,14.39000034,,,,,
17322,30049099,7898100000000,PHITOSS XPE AD/PED C/100ML (BRAST),,8,314.2399902,157.1199951,-1,8.492500305,,,,,
460,30045090,7897130000000,CAMOMILINA C (20 CAPS),20 CAPS,7,312.7600021,250.1800117,1,39.41999817,,,,,
19071,30049069,7891320000000,DOMPERIX,1mg/ml sus or fr 100ml+1ser dos,9,312.7100143,250.1399994,3,27.05999947,,,,,
20576,30049069,7891320000000,DICLORIDRATO DE BETAISTINA 24MG 30COMP,24mg cx 30 comp,11,310.3000069,208.710001,5,9.529999733,,,,,
3492,30049099,7590000000000,VICK VAPORUB 50 G,50 GR,9,308.8800049,247.1299953,1,29.06999969,,,,,
18108,30039079,7896520000000,FLUCONAZOL,150mg cx 1 cap,33,308.8799887,168.4799938,3,1.919999957,,,,,
15749,30049079,7891320000000,MELOCOX 15 MG,10 COMPRIMIDOS,9,306.390007,251.8600044,1,25.56999969,,,,,
17216,30049042,7896180000000,ANGIPRESS CD,25+12mg cx 30 comp,17,305.5099983,247.9999981,7,13.48999977,,,,,
20255,30049099,7896660000000,ESALERG,"0,5mg xpe fr x 60ml+ser dos",9,305.279995,244.1999989,1,25.37999916,,,,,
20778,30049039,7899100000000,DICLORIDRATO DE BETAISTINA 24MG 30 COMP,24mg cx 30 comp,11,304.5800037,172.7300014,4,9.319999695,,,,,
16147,30029092,7896640000000,BRONCHO-VAXOM 7MG,10 CAPSULAS,4,302.9200134,257.4700089,2,55.70000076,,,,,
8288,30043981,7897600000000,PURAN 125 MCG.C/30 COMPR.,C/30 COMPR.125 MCG.,17,302.0699844,241.6900005,6,12.56499958,,,,,
21101,30049079,7891320000000,BISSULFATO DE CLOPIDOGREL 75MG 30 COMP,75mg cx 30 comp rev,3,301.5899963,150.7999992,1,26.65999985,,,,,
19458,30049099,7896000000000,DESTADIN,5mg cx 30 comp rev,3,301.5599899,150.779995,1,38.29999924,,,,,
1545,30039089,7897660000000,PYR PAM SUSP. 40 ML,40 ML LIQUIDO,12,301.3000031,241.0000038,7,16.45999908,,,,,
16244,30049099,7898160000000,FLORENT,200MG 4 SACHES PO X 1G,12,300.6300087,150.3100004,4,5.989999771,,,,,
17910,30066000,7897570000000,CERAZETTE,75mcg cx 3bl x 28 comp,3,300.5500031,240.4400024,4,77.26999664,,,,,
20805,30049077,7898220000000,CETOCONAZOL 200MG 30 COMP,200mg cx 30 comp,4,300.3599854,150.1899986,0,8.229999542,,,,,
20451,30049069,7898050000000,BUTACID 200MG. 10COMP,200mg cx 200 drg emb hosp,2,300.1199951,150.0599976,1,49,,,,,
18767,30029092,7896640000000,BRONCHO-VAXOM,"3,5mg po gran cx 30 saches",2,300.0100098,240.0100021,0,112.6600037,,,,,
16955,30049099,78905108,MINANCORA POM 30G,,32,299.9900112,256.25,5,7.179999828,,,,,
21070,30049039,7896420000000,ACIDO MEFENAMICO 500MG 24 COMP,500mg cx 24 comp,15,299.9699898,180.0199986,2,6.75,,,,,
20086,30049099,7896660000000,LABEL 15MG XPE+COP+SER DOS-SIMILAR,,7,299.5000038,239.6200027,3,31.13999939,,,,,
18509,33043000,7896900000000,REMOV. A BASE ACETONA 100ML FARMAX - FARMX,,149,298,298,226,1.539999962,,,,,
21242,30049039,7896260000000,DUSPATALIN 200MG 60 CAPS,200mg 60 cap,1,296.6700134,237.3399963,0,223.5700073,,,,,
21051,30049019,7896000000000,CAPTOPRIL 5MG 30 COMP,25mg cx 30 comp,10,296.3999939,148.159996,-1,4.873300076,,,,,
19437,30045050,7897320000000,ADDERA D3,1.000ui comp rev x 30,7,296.1999893,236.9599915,2,31.89999962,,,,,
290,30039099,7897460000000,TRANSAMIN C/12 COMPRIMIDOS,"250 MG""NIKKHO",5,295.7599945,242.8399963,1,46.79999924,,,,,
19780,30049099,7896000000000,ORLISTATE,120mg 4bl x 21 cap,1,295.5400085,147.7700043,0,117.1299973,,,,,
19381,30043981,7891060000000,PURAN T4,"62,5mcg cx 30 comp",22,295.5000038,245.5400066,2,10.15999985,,,,,
18828,33049910,7891110000000,BEPANTOL LIP CREAM,"7,5 ml",12,295.2000046,275.5200043,0,15.81000042,,,,,
20380,30049069,7898040000000,UMCKAN,825mg sol or fr gts 20ml,5,295.1899948,241.0200005,1,46.63000107,,,,,
15419,30049079,7898040000000,ANNITA 20 MG/ ML SUSPEN��O ORAL,45 ML,9,293.7000084,241.3800011,3,25.37999916,,,,,
20936,30049099,7898500000000,FLORENT 200MG 6 CAPS,200mg cap dura tb plas x 6,8,292.0799866,180.75,0,9.890000343,,,,,
1300,30049077,7896660000000,NOVACORT POMADA 30 G,"ACHE""30 GR POMADA",10,292.039999,233.6400013,2,22.77000046,,,,,
8199,30049067,7897130000000,HIXIZINE XAROPE 120 ML,120 ML 2 MG/ML,7,291.9699936,241.9299927,1,29.40999985,,,,,
9246,30049045,7898160000000,GRIPEOL 100 ML SOLUCAO ORAL,CIFARMA SOLUCAO ORAL,12,291.1200027,145.5600014,0,6.751599789,,,,,
2125,30043981,7897600000000,PURAN 100 MG C/30 COMPR.,100 MG C/30,24,289.1699924,231.3500099,5,9.086700439,,,,,
5330,30049099,7896000000000,CYSTEX DRG C/24.,DRG C/24.,15,286.9499874,227.4700022,9,14.97000027,,,,,
21094,30049059,7899550000000,- ORLISTATE 120MG 84 CAP ,,1,286.1099854,143.0599976,0,92.41999817,,,,,
21208,96190000,7500440000000,PAMP SUPERSEC PCTAO G 26UN,,13,286,286,1,17.66830063,,,,,
20288,33049990,7891110000000,BEPANTOL BABY 120G-DEMAIS PROD,,6,283.5,236.2499962,2,24.98999977,,,,,
18532,30049099,7896660000000,CIPIDE,100mg cx 30 comp,5,280.3499985,224.2900009,0,39.29999924,,,,,
3956,30045090,7895860000000,CALMAN C/20 DRAG.,POPULAR,10,279.9400063,223.9199944,6,26.23999977,,,,,
15730,30066000,7891270000000,DEPO PROVERA,150MG INJ FA X 1ML PRE-ENCH,6,278.7599945,227.7799988,10,35.83000183,,,,,
18838,30043999,7891320000000,NOEX,50mcg dose susp nas fr 200 doses,5,277.8499947,222.2900009,0,40.88000107,,,,,
21011,30049099,7896110000000,NISTATINA SUSP 50ML,100000ui/g sus oral fr 50ml,12,277.8399963,138.9199982,1,6.72329998,,,,,
20203,96190000,7506340000000,PAMP SUPERSEC PCTAO G 26UN,,15,277.5,277.5,17,18.68000031,,,,,
11825,30049099,7896010000000,CELESTRAT C/15 COMPR.,C/15 COMPR.,19,276.6999969,153.0599985,16,4.269999981,,,,,
19983,30066000,7898040000000,ADOLESS 3 CART C/28 COMP,,3,276.1600037,220.9399948,3,66.93000031,,,,,
10435,30041012,7894920000000,SIGMA CLAV BD SUSP.70 ML 400/57 MG,"400MG.+57,0 MG/5 ML",5,275.4999924,220.4000092,2,39.86000061,,,,,
14474,30042079,7891140000000,MACRODANTINA,100MG CX 28 ACP,23,274.3599997,236.7699957,1,9.210000038,,,,,
15084,30049029,7896020000000,SAL DE FRUTA ENO,CX 30 ENV DUPLO SB LARANJA,3,273.2999954,192.0800056,29,61.31000137,,,,,
14844,30043999,7898150000000,DIP BETAMETASONA+ACIDO SALICILICO,"0,64+20MG/ML SOL GTS FR 30ML",11,273.2400017,136.6200008,36,7.09250021,,,,,
16667,40141000,7896220000000,PRESERV.JONTEX LUBRIFICADO C3,,92,272.3200035,271.7300034,241,27.47999954,,,,,
21068,30049069,7896210000000,"ATACAND COMB 16+2,5MG 30 COMP","16+2,5mg cx 30 com lib prol",3,272.2199936,208.7099915,0,68.05999756,,,,,
20323,30039099,7899640000000,OHDE,50000ui cx 4 comp MO,3,272.1900101,208.6800079,0,66.98999786,,,,,
1891,30049069,7896210000000,DAKTARIN GEL ORAL 40 GR,GEL ORAL 40 GRAMAS,8,271.9200134,217.5200043,1,23.85000038,,,,,
17517,30051090,7896540000000,ESPARADRAPO IMP. MISSNER," 10CMX4,5MT",30,270,257.3999996,24,8,,,,,
14566,30051090,7891010000000,BAND-AID TRANSPARENTE,40 UNIDADES,51,269.7899981,268.7299981,13,5.690000057,,,,,
15729,30049069,7896640000000,LABIRIN 24MG 30 COMP,24MG CX 30 COMP,6,268.8899918,215.1299973,0,33.20999908,,,,,
19552,30049099,7896660000000,ESALERG,"1,25mg/ml sol oral fr gts 20ml",8,266.6100082,213.2899952,1,25.79000092,,,,,
19413,30045030,7891720000000,CITONEURIN 5000MCG DRG 1X20-REFERENCIA,,5,265.9900055,212.779995,1,38.15999985,,,,,
7791,30049099,7896710000000,MASSAGEOL AEROSSOL 120 ML.,NEO QUIMICA,7,265.7600021,144.6099987,1,11.60999966,,,,,
19793,30049099,7898950000000,PROCTAN HEMORROIDAS 25GR,,11,265.4299908,260.5999908,1,26.86000061,,,,,
13343,30066000,7894920000000,ARTEMIDIS 35 C/21 COMP.R,"0,035MG+2MG 1BL X 21 COMP                         ",17,265.1999931,207.4700022,0,11.68999958,,,,,
20472,30049069,7896640000000,NESINA 25MG 30COMP.,25mg cx 30 comp rev,3,264.4500046,211.5599899,-1,66.73000336,,,,,
17983,30049059,7897600000000,ROSUVASTATINA CALCICA,10mg cx 30 comp rev,5,261.7499924,130.8500004,0,24.13999939,,,,,
5104,30033999,7896330000000,PROCTOSAN POMADA,20 GR-KR,6,261.4500046,143.7900047,2,11.6267004,,,,,
20965,30049059,7897570000000,ZETSIM 10/40MG 30 COMP,10+40mg cx 30 comp,2,260.2200012,208.1799927,0,93.33999634,,,,,
13405,30043999,7896680000000,DUOFLAM C/1 AMPOLA + SERINGA ,"6,43MG+2,63MG-AP 1ML+SERINGA                      ",12,260.2199936,208.1999931,-1,15.22000027,,,,,
21069,30045090,7896110000000,DTN FOL 400MCG+10MG 90 CAPS,,4,259.9900055,207.989994,1,49.95000076,,,,,
16344,30049077,7891320000000,TROK-N,"20+0,5+2,5mg creme bg 30g",9,259.1399975,207.3000069,4,22.21999931,,,,,
20205,96190000,7506340000000,PAMP SUPERSEC PCTAO P 34UN,,14,259,255.3000002,2,18.68000031,,,,,
20206,96190000,7506340000000,PAMP SUPERSEC PCTAO XG 22UN,,14,259,251.6000004,1,17.47500038,,,,,
20477,30049094,7898500000000,LISON 120MG C/30 COMP REV ,,3,258.9900055,155.3999939,1,19.79000092,,,,,
21339,30049099,7893450000000,MELOXICAM 15MG 10 COMP,15 mg x 10 cpr,10,258.0999947,149.7399979,2,4.434999943,,,,,
18330,30049079,7891320000000,GLIMEPIRIDA,4mg cx 30 comp,4,257.5699997,150.0900002,1,10.47999954,,,,,
19409,30043939,7896000000000,MICROPIL CPR REV 1X63-SIMILAR,,5,256.5699997,205.2700005,0,38.45000076,,,,,
7328,30049024,7891110000000,ASPIRINA PREVENT 100 MG 30 COMPR,100 MG PREVENT,15,255.7499886,208.0200052,1,12.95499992,,,,,
19100,30049069,7899100000000,CELETIL,"2+0,25mg/5ml xpe fr 120ml",9,255.5199986,127.7699995,4,5.449999809,,,,,
16968,21069030,7899640000000,PROSSO,"250+2,5mg cx 30 comp",3,255.5099945,204.4199982,1,64.69000244,,,,,
18490,30049099,7895300000000,SIMETICONA,125mg cx 10 cap,16,255.3600006,127.6800003,5,4.851250172,,,,,
16619,30049029,7896020000000,SONRISAL TRAD.,2 COMP DUPL EFV SB TRAD,27,254.7199987,187.4200046,6,37.59999847,,,,,
16018,30049039,7891320000000,MUSCULARE 10MG,15CONP,16,254.3900032,203.5699987,1,12.35000038,,,,,
19662,30049079,7896660000000,MONTELAIR,4mg cx 30 comp,5,254.2000008,203.3400002,0,36.58000183,,,,,
19741,30043210,7896710000000,BECLONATO,"5,0+2,0mg/ml sus inj x 1ml + ser",13,254.1699905,136.909996,7,5.605000019,,,,,
18098,30049069,7896260000000,COBAVITAL COM. C16,,16,253.8799973,206.2400026,3,12.53499985,,,,,
8971,30049099,7896660000000,DECONGEX PLUS COMPRIMIDOS C/12,COM REV CT BL X 12,12,253.4199924,202.7499962,2,16.22999954,,,,,
16608,30049099,7899640000000,TORANTE 100ML,15mg xpe fr 100ml+cm,6,253.2600021,210.9400024,2,32.31999969,,,,,
12776,30049069,7896180000000,RUPAFIN 10MG C/10,10MG C/10,4,253.2299995,202.5699959,1,49.25,,,,,
20909,30049079,7896000000000,ACICLOVIR CREME 10G,50mg creme bg 10g,12,253.2000046,137.1500025,0,5.110000134,,,,,
20274,22071090,7898050000000,ALCOOL 92.8% 1 LTR,,21,252,241.9000015,7,7.960000038,,,,,
15990,30049039,7896640000000,DRAMIN B6,30 COMP,14,251.4000092,199.3399954,3,13.98999977,,,,,
20880,30043999,7896550000000,"TRAVATAN COL. 2,5ML","0,04mg/ml sol oft fr gts 2,5ml",2,251.2200012,200.9799957,0,94.19999695,,,,,
12209,30039099,7897660000000,PENTALAC XAROPE 120 ML,LACTULOSE 120 ML,7,249.6899872,187.25,0,22.94000053,,,,,
18988,30039071,7898100000000,SALICETIL,100mg cx 200 comp,7,249.1300011,124.5300064,0,9.43999958,,,,,
18285,30049029,7898100000000,IBUPROFENO,100mg sus or gts fr 20ml,10,248.8999939,124.4999981,0,3.900000095,,,,,
11374,30049045,7896210000000,TYLENOL DC C/20 COMPR.,C/ 20 COMP. DC,10,248.0200024,198.4499989,3,17.84000015,,,,,
512,30049099,7896090000000,BIOTONICO FONTOURA 400 ML,,9,247.8600082,198.2700062,4,21.95999908,,,,,
19495,30043937,7891320000000,PRIMERA 30MCG C/63 COMP,,4,247.2500038,197.8100014,3,44.70999908,,,,,
18834,30066000,7894920000000,DALYNE,"3+0,03mg cx 3bl x 21 comp rev",2,246.5700073,197.2600021,0,84.93000031,,,,,
8200,30049067,7897130000000,HIXIZINE 25 MG.C/30 COMPR.,25 MG.C/30 COMPR.,6,245.7000046,196.5599899,1,29.18000031,,,,,
19390,30049099,7891060000000,BUCLINA,25mg cx 30 comp,17,244.0099993,195.2499971,4,11.17000008,,,,,
19673,33079000,7896140000000,SORO FISIOLOGICO 500ML ARBORETO,,61,244,244,-17,41.99000168,,,,,
20507,30049099,7899640000000,MINILAX  C 7 BISN,,7,243.9200058,195.1100044,4,26.90500069,,,,,
1268,30049076,7891060000000,"LASIX   C/20 COMPR.40 MG ""HOECHST""",40 MG C/20 COMPRIMIDOS,14,243.8899956,195.119998,1,13.09500027,,,,,
21326,30049047,7897850000000,NATSEPT SPRAY 50ML CLOREXIDINA 10MG/ML,,12,243.7199936,138.1399984,6,4.639999866,,,,,
16144,30049029,7896660000000,SINTOCALMY,20 COMPRIMIDOS,7,243.4800034,194.789999,3,27.12999916,,,,,
10446,30039083,7896860000000,TENOXIL 20 MG C/10 COMPR,"TENOXIL""C/10 COMPRIMIDOS",11,243.2800083,131.0000038,8,7.224999905,,,,,
17972,30049099,7896090000000,SALSEP 360,9mg sol or fr 50ml,11,242.7799969,194.220005,1,17.29500008,,,,,
11879,40141000,7896010000000,PRESERVATIVO BLOWTEX MORANGO C/3,BLOWTEX MORANGO,121,242,242,174,1.75999999,,,,,
20431,30049069,7899550000000,- BETAISTINA DICLOR 24MG 30 CPS / GEN DICLORIDRATO,,9,241.5600014,144.9400024,0,10.65670013,,,,,
17399,30043939,7891110000000,AVADEN,"1+1+0,025mg cx 28 comp rev",4,240.6000061,186.4599991,1,44.38999939,,,,,
17863,30049099,7896000000000,SIMETICONA,125mg cx 10 cap,15,240.3000069,120.1500034,4,4.172500134,,,,,
17040,30039099,7896860000000,RANITIDIL,150mg cx 20 comp,9,239.2199993,119.6099997,1,5.321700096,,,,,
20803,30049073,7899100000000,TENOXICAM 20MG 10 COMP,20mg cx 10 comp rev,6,237.8399963,118.9199982,1,6.875,,,,,
20125,30049039,5000460000000,ZARMINE,50mg cx 30 comp rev,5,236.9299965,189.5300064,0,33.68000031,,,,,
19137,30049099,7899100000000,CISTEIL,600mg cx 16 env x 5g,4,236.1600037,118.0800018,1,10.98999977,,,,,
16641,30066000,7891110000000,NEOVLAR,"0,25mg+0,05mg cx 21 drg",35,235.6000018,195.2199974,48,5.06829977,,,,,
16432,30039039,7898130000000,HIDRAPLEX PO,"27,9 AGUA DE COCO",7,234.6300049,117.3500004,11,4.804599762,,,,,
18376,30049069,7899550000000,ALOPURINOL,300mg cx 30 comp,8,231.9600029,115.9700012,4,8.260000229,,,,,
14851,30066000,7891050000000,NORDETTE 150/30MG,3 BLISTERES COM 21 DRAGEAS,9,231.1199989,184.8899994,1,19.61000061,,,,,
19594,82121020,7500440000000,AP PRESTOBARBA ULTRA GRIPE FIXO AZUL 2UN (10-UN),,4,230.8000031,178.8799973,3,43.04999924,,,,,
20679,30049099,7896110000000,SIMETICONA GOTAS 15ML,75mg emul oral fr 15ml,27,230.0999937,130.3299956,3,2.416699886,,,,,
7927,30041012,7896660000000,NOVAMOX 2X  70 ML  400 MG/57 MG,70 ML400MG/57MG,4,230,184,2,41.17499924,,,,,
16172,30049099,7896110000000,DIURIX 25MG,30 COMPRIMIDOS,61,229.679996,201.6799965,22,0.959999979,,,,,
14401,30049099,7894920000000,PROFLOX,500MG FR 14 COMP,4,229.1800003,183.3300018,1,42.77999878,,,,,
20899,30049039,7891320000000,ACEBROFILINA ADULTO 120ML EURO,10mg/ml xpe fr 120ml +cm,8,229.0399933,114.4800034,0,8.449999809,,,,,
7307,30049019,7894920000000,NEUTROFER GOTAS 30 ML 250 MG/ML,250 MG.GOTAS 30 ML,5,228.8100014,187.5500069,2,36.38999939,,,,,
20214,30049079,7896090000000,PLENANCE,10mg cx 90 comp rev,2,228.25,182.5999985,0,81.76999664,,,,,
16311,30042061,7891320000000,TROK G,30G,10,227.9000092,182.2999954,7,17.84000015,,,,,
20871,30049099,7896000000000,ACETILCISTEINA 600MG 16ENV,600mg cx 16 env x 5g,5,227.7499962,113.8500023,0,15.22000027,,,,,
19705,30049069,7891110000000,AFRIN PED 20ML,fr 20ml ped,16,227.3399935,178.9699993,1,10.64000034,,,,,
20801,30049099,7898040000000,DOLAMIN FLEX 12 COMP,"125+5,0mg cx 12 comp rev",6,227.1600037,189.4699993,1,29.12999916,,,,,
21153,30049079,7899100000000,"CIXIN 0,5MG 20 COMP","0,5mg cx 20 comp",9,227.0699978,121.3599997,0,5.840000153,,,,,
14303,30049026,7896330000000,CALOTRAT 5ML,LIQUIDO,9,226.0800076,113.0400038,9,9.880000114,,,,,
8948,30043999,7891140000000,PREDSIM 15 MG. 5 ML SOL.60 ML,60 ML=15 MG/5ML,9,225.6599979,180.5400066,6,18.71999931,,,,,
1220,30049037,7897320000000,STILL COLIRIO,COLIRIO,15,225.6299992,183.5,4,10.75,,,,,
20474,30049049,7896110000000,MUCOXOLAN XPE ADULTO 120ML,6mg/ml xpe fr 120ml adu,11,225.5,123,1,3.390000105,,,,,
17809,30042099,7898150000000,NISTATINA,100mui/ml sus or fr cgt 50ml,10,225.2000046,112.6000023,4,6.086699963,,,,,
5282,30049069,7896620000000,GASTROL PAST C/20.,LUPER C/20 PAST.,23,222.1999969,115.1999984,-4,3.910000086,,,,,
20271,30049099,7896110000000,SIMETICONA,40mg cx 20 comp,17,221.1800051,115.7000031,1,2.50999999,,,,,
16032,30049079,7899100000000,NISOFLAN,100MG CX 12 COMP,17,221,122.5,53,2.130000114,,,,,
20393,21069030,7897950000000,VOXX 100% PRO WHEY SAC 900G SBR CHOC,,4,220,220,2,46,,,,,
17393,30049054,7896090000000,ANCORON,200mg cx 30 comp rev,5,219.7999954,175.8499908,0,30.85000038,,,,,
18455,30049069,7896030000000,ANADOR,500mg cx 240bl x 4 comp e.m,1,219.3600006,164.5200043,3,156.3399963,,,,,
17176,30049029,7896710000000,NAPROXENO SODICO,550mg cx 10 comp rev,12,218.519989,114.7599974,0,5.97329998,,,,,
15761,30049039,7898100000000,TEFIN CREME 1%,20G,8,218.489996,163.8900051,1,20.42000008,,,,,
19139,30049069,7899100000000,FLUCANIL,150mg cx 2 cap,13,217.7999916,108.8999958,3,2.265799999,,,,,
21249,30049079,7895300000000,TADALAFILA 20MG 2 COMP,20mg cx 2 comp rev,6,217.5399933,108.7900009,0,4.626699924,,,,,
20895,30029092,7896640000000,BRONCHO VAXOM 7MG 30 CAPS,7mg po liof cx 30 cap gel,1,217.5,165,0,157.3300018,,,,,
19411,90189092,7896540000000,APAR PRESS AUTO INCOTERM MP100,,2,217,194,2,69.98000336,,,,,
15970,30043290,7896550000000,VIGADEXA,5ML,6,216.2400055,172.9799995,1,28.20000076,,,,,
4582,30042069,7897920000000,MICOSBEL POMADA,30 GR-BF,10,216.0499954,145.4899969,7,7.96999979,,,,,
19767,30043939,7896420000000,MINIMA,"0,06+0,015mg cx 72 comp rev+12comp",3,215.6900101,172.5600052,1,50.09999847,,,,,
19629,30049037,7896710000000,TORSILAX,125+50+300+30mg cx 200 comp emb fr,1,215.5399933,107.7699966,1,47.83000183,,,,,
21044,30049079,8903860000000,AZUKON MR 60COMP,6x10 tab,8,215.2399979,172.2000046,1,19.68000031,,,,,
20835,30049099,7896860000000,ACEBROFILINA PED. 120ML,5mg/ml xpe fr 120ml+cm,10,215.1000023,118.2600002,1,6.144999981,,,,,
992,30049069,7897600000000,ATURGYL SPRAY NASAL 15 ML,ADULTO 15 ML (SANOFI),16,214.8499985,179.9600048,4,10.06000042,,,,,
18406,34013000,3662040000000,BLEPHAGEL GEL 40G,,2,214.6999969,171.7599945,0,75.15000153,,,,,
16347,33049990,7891010000000,HIPOGLOS AMENDOAS 40G,40 G,13,214.5,174.8999977,4,11.64999962,,,,,
20944,21069030,7896110000000,PANTOGAR NEO 60CAPS,NEO fr 60 cap,2,214,190.4599991,0,72.80999756,,,,,
9763,30043210,7891140000000,PREDSIM 20 MG C/10 (PREDNISOLONA),20 MG C/10,8,213.4400063,170.7299957,7,19.22999954,,,,,
18977,30049037,7898050000000,ACECLOFENACO,100mg cx 12 comp rev,7,213.2999992,106.6499996,5,6.573299885,,,,,
19026,30049069,7896420000000,ALOPURINOL,300mg cx 30 comp,7,213.0699978,158.1199999,0,9.199999809,,,,,
15934,30043981,7891720000000,EUTHYROX 50 MCG,50 COMPRIMIDOS,7,213.0599995,170.4500027,4,20.98999977,,,,,
16298,30039099,7896520000000,CIFLOGEX DIET,3MG CX 12 PAST,14,211.8200016,154.3100033,4,5.963300228,,,,,
15283,30042099,7898150000000,MUPIROCINA POMADA DERMATOLOGICA,20MG /G,6,211.5300064,126.7700024,6,13.28999996,,,,,
21019,30049099,7895860000000,LEITE MAGNESIA PHIL 350ML TRAD.,,12,210.9200058,175.3399982,0,13.36999989,,,,,
20735,30049029,7896660000000,OXOTRON 60MG 15 COMP,60mg cx 16 comp,8,210.7200031,168.5899963,1,18.96999931,,,,,
15817,30049099,7896640000000,POSTEC ,20 G,2,210.1999969,168.1600037,1,81.16999817,,,,,
21098,30049059,7891320000000,CLORIDRATO DE RANITIDINA 150MG 20 COMP,150mg cx 20 comp rev,8,209.9200058,113,1,6.300000191,,,,,
20832,30049045,7898920000000,BROMOPRIDA GOTAS 20ML,4mg/ml sol or fr gts 20ml,14,209.7199936,104.8599968,0,2.50999999,,,,,
18118,30049099,7896000000000,LORATADINA,1mg/ml xpe fr 100ml,9,209.0699959,126.5699968,0,5.465000153,,,,,
21143,40151900,7891800000000,LUVAS PROCED CREMER M C  100,,8,208,197.5999985,3,17.70000076,,,,,
7023,33049990,7891010000000,SUNDOWN FPS 50 120 ML,FPS 50 120 ML,6,207,193.2000008,11,24.54999924,,,,,
20455,30066000,7891320000000,ACETONIDO DE ALGESTONA+ENANTATO 1ML,sol inj 1ml,18,206.8400021,132.6200013,-3,6.670000076,,,,,
18842,30049069,7896180000000,CORDAREX,10mg cx 30 comp,5,206.7099953,165.3800011,1,29.55999947,,,,,
16301,30049067,7899100000000,PRYLTEC,20MG CX 30 COMP,6,206.6399918,103.3199959,25,6.903299809,,,,,
16283,30049099,7896110000000,CLORIDRATO DE RANITIDINA,150MG CX 20 COMP,8,206.6200047,116.1400023,4,6.5,,,,,
20855,30049099,7899420000000,PROMIM CREME VAG 30G,10mg/g crem vag bg 30g+20 aplic,3,206.1800003,164.9400024,0,48.56999969,,,,,
1339,30049099,7896660000000,BRONDILAT XAROPE 120 ML        *,"ADULTO 120 ML""ACHE""",6,201.7699966,161.4100018,3,26.39999962,,,,,
20524,30049069,7896180000000,DICLORIDRATO DE BETAISTINA 24MG 30COMP,24mg cx 30 comp,6,201.5099945,123.6300011,0,13.42000008,,,,,
17956,30049099,7896000000000,DESLORATADINA,5mg cx 1bl x 30 comp rev,2,201.0399933,100.5199966,3,25.44000053,,,,,
20083,30049099,7894920000000,BRASART BCC,320+10mg cx 30 comp rev,3,200.6399918,160.5,0,54.18999863,,,,,
12609,96190000,7896010000000,ABS.INTIMUS GEL SOFT C/ABAS C/8 UNID.,7896007540617 C/ABAS C/8 UNID.,57,200.1599994,198.7499993,3,127.0100021,,,,,
14513,30049099,7896660000000,ACHEFLAN,CREME 30G,5,200.1199989,160.1000023,1,31.43000031,,,,,
16049,30049039,7896710000000,NEOSORO H 3%,60 ML,10,199.7999954,105.8799992,2,7.974999905,,,,,
20672,33049990,7891010000000,NEUTROGENA SUNFRES FPS50 200ML,,4,199.6000061,199.6000061,2,33.59999847,,,,,
15947,30049059,7896640000000,VENALOT,COMP,4,199.3999939,159.5200043,1,38.45000076,,,,,
10635,30049048,7896110000000,DIGESTIL (BROMOPRIDA ) 10 MG C/20,BROMOPRIDA TEUTO  10 MG C/20,9,198.5399952,69.47999811,0,4.775000095,,,,,
20270,30049099,7896110000000,ACEBROFILINA,10mg xpe fr 120ml+cm,7,198.3800011,99.19000053,0,7.30670023,,,,,
20730,90251990,7898640000000,TERMOMETRO DIGITAL BRANCO G-TECH ,,12,198,174.8999987,4,8.029999733,,,,,
1340,30049099,7896660000000,BRONDILAT XAROPE PED. 120 ML   *,PEDIATRICO 120 ML,7,197.6399975,158.1200047,7,21.43499947,,,,,
14418,30042029,7891320000000,ASTRO,500MG CX 5 COMP,7,197.4900055,157.9800014,0,21.15999985,,,,,
1544,30039089,7897660000000,PYR PAM DRG. C/6,C/6 DRAGEAS,8,197.0600052,141.1800003,3,16.09000015,,,,,
20406,30039099,7898410000000,VARICELL PHYTO,fr 20 cap,3,196.3200073,157.0499954,1,46.68999863,,,,,
19645,15219019,7898280000000,EXTRATO DE PROPOLIS 20ML,,17,195.5,187.4499998,8,6.46999979,,,,,
2964,30039099,7896730000000,OLINA ESSENCIA DE VIDA 60 ML,WESP LTDA 60 ML,11,195.3899956,163.7699966,6,13.48999977,,,,,
21024,90189092,7898300000000,APARELHO PRESSAO DIGITAL AUTOM.BRACO LA250 G-TECH-,,1,195,156,0,130,,,,,
17093,30049099,7897320000000,ZYPRED,fr 6ml,3,195,156,0,46.02000046,,,,,
19321,30039079,7896520000000,FLUCONAZOL,150mg cx 2 cap,13,194.869997,104.869997,7,3.329999924,,,,,
3248,30049099,7898070000000,FLUIMUCIL 600MG EFERV.C/16 COMPR,C/16 EF.SIMPLES,2,194.4700012,155.5800018,0,70.01999664,,,,,
21152,33051000,7898030000000,CETOCASP CETOCONAZOL SHAMPOO ANTICASPA 120ML,,6,194.4599991,97.25999451,1,6.369999886,,,,,
